TBL_ID,Period,SCR_MN,SCR_ENG,CODE1,SCR_MN1,SCR_ENG1,CODE2,SCR_MN2,SCR_ENG2,DTVAL_CO
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,181,Завхан,Zavkhan,,,,7113
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,182,Говь-Алтай,Govi-Altai,,,,4444
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,183,Баян-Өлгий,Bayan-Ulgii,,,,11491
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,184,Ховд,Khovd,,,,6515
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,185,Увс,Uvs,,,,7542
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,261,Орхон,Orkhon,,,,914
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,262,Өвөрхангай,Uvurkhangai,,,,9417
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,263,Булган,Bulgan,,,,5007
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,264,Баянхонгор,Bayankhongor,,,,6485
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,265,Архангай,Arkhangai,,,,9050
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,267,Хөвсгөл,Khuvsgul,,,,10486
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,341,Төв,Tuv,,,,8202
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,342,Говьсүмбэр,Govisumber,,,,381
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,343,Сэлэнгэ,Selenge,,,,6961
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,344,Дорноговь,Dornogovi,,,,1937
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,345,Дархан-Уул,Darkhan-Uul,,,,1768
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,346,Өмнөговь,Umnugovi,,,,3115
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,348,Дундговь,Dundgovi,,,,2584
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,421,Дорнод,Dornod,,,,4023
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,422,Сүхбаатар,Sukhbaatar,,,,4501
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,423,Хэнтий,Khentii,,,,4370
DT_NSO_1001_044V1,2019,"200 хүртэл малтай	",up to 200,511,Улаанбаатар,Ulaanbaatar,,,,4081
