Period,CODE,SCR_MN,SCR_ENG,CODE1,SCR_MN1,SCR_ENG1,DTVAL_CO,CODE2
2005,265,________,Arkhangai,12,_______,Female,1717,165
2005,267,_______,Khuvsgul,1,____,Total,5303,167
2005,267,_______,Khuvsgul,11,_______,Male,2686,167
2005,267,_______,Khuvsgul,12,_______,Female,2617,167
2005,3,______ ___,Central region,1,____,Total,13192,1
2005,3,______ ___,Central region,11,_______,Male,7470,1
2005,3,______ ___,Central region,12,_______,Female,5722,1
2005,341,___,Tuv,1,____,Total,3262,141
2005,341,___,Tuv,11,_______,Male,1826,141
2005,341,___,Tuv,12,_______,Female,1436,141
2005,342,__________,Govisumber,1,____,Total,403,142
2005,342,__________,Govisumber,11,_______,Male,235,142
2005,342,__________,Govisumber,12,_______,Female,168,142
2005,343,_______,Selenge,1,____,Total,2731,143
2005,343,_______,Selenge,11,_______,Male,1473,143
2005,343,_______,Selenge,12,_______,Female,1258,143
2005,344,_________,Dornogovi,1,____,Total,1513,144
2005,344,_________,Dornogovi,11,_______,Male,887,144
2005,344,_________,Dornogovi,12,_______,Female,626,144
2005,345,______-___,Darkhan-Uul,1,____,Total,2108,145
2005,345,______-___,Darkhan-Uul,11,_______,Male,1258,145
2005,345,______-___,Darkhan-Uul,12,_______,Female,850,145
2005,346,________,Umnugovi,1,____,Total,1325,146
2005,346,________,Umnugovi,11,_______,Male,738,146
2005,346,________,Umnugovi,12,_______,Female,587,146
2005,348,________,Dundgovi,1,____,Total,1850,148
2005,348,________,Dundgovi,11,_______,Male,1053,148
2005,348,________,Dundgovi,12,_______,Female,797,148
2005,4,____ ___,Eastern region,1,____,Total,7864,1
2005,4,____ ___,Eastern region,11,_______,Male,4430,1
2005,4,____ ___,Eastern region,12,_______,Female,3434,1
2005,421,______,Dornod,1,____,Total,3329,121
2005,421,______,Dornod,11,_______,Male,1748,121
2005,421,______,Dornod,12,_______,Female,1581,121
2005,422,_________,Sukhbaatar,1,____,Total,1882,122
2005,422,_________,Sukhbaatar,11,_______,Male,1096,122
2005,422,_________,Sukhbaatar,12,_______,Female,786,122
2005,423,______,Khentii,1,____,Total,2653,123
2005,423,______,Khentii,11,_______,Male,1586,123
2005,423,______,Khentii,12,_______,Female,1067,123
2005,5,___________,Ulaanbaatar,1,____,Total,18506,1
2005,5,___________,Ulaanbaatar,11,_______,Male,9635,1
2005,5,___________,Ulaanbaatar,12,_______,Female,8871,1
2005,511,___________,Ulaanbaatar,1,____,Total,18506,111
2005,511,___________,Ulaanbaatar,11,_______,Male,9635,111
2005,511,___________,Ulaanbaatar,12,_______,Female,8871,111
2004,0,_____ ___,Total,1,____,Total,66225,1
2004,0,_____ ___,Total,11,_______,Male,35839,1
2004,0,_____ ___,Total,12,_______,Female,30386,1
2004,1,____,Total,1,______ ___,Western region,12820,1
2004,1,______ ___,Western region,1,____,Total,12820,1
2004,1,______ ___,Western region,11,_______,Male,6862,1
2004,1,______ ___,Western region,12,_______,Female,5958,1
2004,181,______,Zavkhan,1,____,Total,2855,181
2004,181,______,Zavkhan,11,_______,Male,1546,181
2004,181,______,Zavkhan,12,_______,Female,1309,181
2004,182,____-_____,Govi-Altai,1,____,Total,1345,182
2004,182,____-_____,Govi-Altai,11,_______,Male,677,182
2004,182,____-_____,Govi-Altai,12,_______,Female,668,182
2004,183,____-_____,Bayan-Ulgii,1,____,Total,3594,183
2004,183,____-_____,Bayan-Ulgii,11,_______,Male,1947,183
2004,183,____-_____,Bayan-Ulgii,12,_______,Female,1647,183
2004,184,____,Khovd,1,____,Total,2442,184
2004,184,____,Khovd,11,_______,Male,1371,184
2004,184,____,Khovd,12,_______,Female,1071,184
2004,185,___,Uvs,1,____,Total,2584,185
2004,185,___,Uvs,11,_______,Male,1321,185
2004,185,___,Uvs,12,_______,Female,1263,185
2004,2,_______ ___,Khangai region,1,____,Total,18207,1
2004,2,_______ ___,Khangai region,11,_______,Male,9622,1
2004,2,_______ ___,Khangai region,12,_______,Female,8585,1
2004,261,_____,Orkhon,1,____,Total,1785,161
2004,261,_____,Orkhon,11,_______,Male,826,161
2004,261,_____,Orkhon,12,_______,Female,959,161
2004,262,__________,Uvurkhangai,1,____,Total,2977,162
2004,262,__________,Uvurkhangai,11,_______,Male,1609,162
2004,262,__________,Uvurkhangai,12,_______,Female,1368,162
2004,263,______,Bulgan,1,____,Total,2006,163
2004,263,______,Bulgan,11,_______,Male,1106,163
2004,263,______,Bulgan,12,_______,Female,900,163
2004,264,__________,Bayankhongor,1,____,Total,2922,164
2004,264,__________,Bayankhongor,11,_______,Male,1519,164
2004,264,__________,Bayankhongor,12,_______,Female,1403,164
2004,265,________,Arkhangai,1,____,Total,3677,165
2004,265,________,Arkhangai,11,_______,Male,2085,165
2004,265,________,Arkhangai,12,_______,Female,1592,165
2004,267,_______,Khuvsgul,1,____,Total,4840,167
2004,267,_______,Khuvsgul,11,_______,Male,2477,167
2004,267,_______,Khuvsgul,12,_______,Female,2363,167
2004,3,______ ___,Central region,1,____,Total,12399,1
2004,3,______ ___,Central region,11,_______,Male,7015,1
2004,3,______ ___,Central region,12,_______,Female,5384,1
2004,341,___,Tuv,1,____,Total,3194,141
2004,341,___,Tuv,11,_______,Male,1744,141
2004,341,___,Tuv,12,_______,Female,1450,141
2004,342,__________,Govisumber,1,____,Total,481,142
2004,342,__________,Govisumber,11,_______,Male,263,142
2004,342,__________,Govisumber,12,_______,Female,218,142
2004,343,_______,Selenge,1,____,Total,2666,143
2004,343,_______,Selenge,11,_______,Male,1434,143
2004,343,_______,Selenge,12,_______,Female,1232,143
2004,344,_________,Dornogovi,1,____,Total,1452,144
2004,344,_________,Dornogovi,11,_______,Male,859,144
2004,344,_________,Dornogovi,12,_______,Female,593,144
2004,345,______-___,Darkhan-Uul,1,____,Total,1717,145
2004,345,______-___,Darkhan-Uul,11,_______,Male,1098,145
2004,345,______-___,Darkhan-Uul,12,_______,Female,619,145
2004,346,________,Umnugovi,1,____,Total,1134,146
2004,346,________,Umnugovi,11,_______,Male,609,146
2004,346,________,Umnugovi,12,_______,Female,525,146
2004,348,________,Dundgovi,1,____,Total,1755,148
2004,348,________,Dundgovi,11,_______,Male,1008,148
2004,348,________,Dundgovi,12,_______,Female,747,148
2004,4,____ ___,Eastern region,1,____,Total,6445,1
2004,4,____ ___,Eastern region,11,_______,Male,3716,1
2004,4,____ ___,Eastern region,12,_______,Female,2729,1
2004,421,______,Dornod,1,____,Total,1617,121
2004,421,______,Dornod,11,_______,Male,860,121
2004,421,______,Dornod,12,_______,Female,757,121
2004,422,_________,Sukhbaatar,1,____,Total,2046,122
2004,422,_________,Sukhbaatar,11,_______,Male,1214,122
2004,422,_________,Sukhbaatar,12,_______,Female,832,122
2004,423,______,Khentii,1,____,Total,2782,123
2004,423,______,Khentii,11,_______,Male,1642,123
2004,423,______,Khentii,12,_______,Female,1140,123
2004,5,___________,Ulaanbaatar,1,____,Total,16354,1
2004,5,___________,Ulaanbaatar,11,_______,Male,8624,1
2004,5,___________,Ulaanbaatar,12,_______,Female,7730,1
2004,511,___________,Ulaanbaatar,1,____,Total,16354,111
2004,511,___________,Ulaanbaatar,11,_______,Male,8624,111
2004,511,___________,Ulaanbaatar,12,_______,Female,7730,111
2003,0,_____ ___,Total,1,____,Total,60435,1
2003,0,_____ ___,Total,11,_______,Male,32446,1
2003,0,_____ ___,Total,12,_______,Female,27989,1
2003,1,______ ___,Western region,1,____,Total,11665,1
2003,1,____,Total,1,______ ___,Western region,11665,1
2003,1,______ ___,Western region,11,_______,Male,6018,1
2003,1,______ ___,Western region,12,_______,Female,5647,1
2003,181,______,Zavkhan,1,____,Total,2562,181
2003,181,______,Zavkhan,11,_______,Male,1308,181
2003,181,______,Zavkhan,12,_______,Female,1254,181
2003,182,____-_____,Govi-Altai,1,____,Total,1345,182
2003,182,____-_____,Govi-Altai,11,_______,Male,649,182
2003,182,____-_____,Govi-Altai,12,_______,Female,696,182
2003,183,____-_____,Bayan-Ulgii,1,____,Total,3867,183
2003,183,____-_____,Bayan-Ulgii,11,_______,Male,2048,183
2003,183,____-_____,Bayan-Ulgii,12,_______,Female,1819,183
2003,184,____,Khovd,1,____,Total,1879,184
2003,184,____,Khovd,11,_______,Male,913,184
2003,184,____,Khovd,12,_______,Female,966,184
2003,185,___,Uvs,1,____,Total,2012,185
2003,185,___,Uvs,11,_______,Male,1100,185
2003,185,___,Uvs,12,_______,Female,912,185
2003,2,_______ ___,Khangai region,1,____,Total,16608,1
2003,2,_______ ___,Khangai region,11,_______,Male,8838,1
2003,2,_______ ___,Khangai region,12,_______,Female,7770,1
2003,261,_____,Orkhon,1,____,Total,1657,161
2003,261,_____,Orkhon,11,_______,Male,979,161
2003,261,_____,Orkhon,12,_______,Female,678,161
2003,262,__________,Uvurkhangai,1,____,Total,2869,162
2003,262,__________,Uvurkhangai,11,_______,Male,1515,162
2003,262,__________,Uvurkhangai,12,_______,Female,1354,162
2003,263,______,Bulgan,1,____,Total,2031,163
2003,263,______,Bulgan,11,_______,Male,1234,163
2003,263,______,Bulgan,12,_______,Female,797,163
2003,264,__________,Bayankhongor,1,____,Total,2854,164
2003,264,__________,Bayankhongor,11,_______,Male,1505,164
2003,264,__________,Bayankhongor,12,_______,Female,1349,164
2003,265,________,Arkhangai,1,____,Total,2956,165
2003,265,________,Arkhangai,11,_______,Male,1441,165
2003,265,________,Arkhangai,12,_______,Female,1515,165
2003,267,_______,Khuvsgul,1,____,Total,4241,167
2003,267,_______,Khuvsgul,11,_______,Male,2164,167
2003,267,_______,Khuvsgul,12,_______,Female,2077,167
2003,3,______ ___,Central region,1,____,Total,9342,1
2003,3,______ ___,Central region,11,_______,Male,5150,1
2003,3,______ ___,Central region,12,_______,Female,4192,1
2003,341,___,Tuv,1,____,Total,2434,141
2003,341,___,Tuv,11,_______,Male,1340,141
2003,341,___,Tuv,12,_______,Female,1094,141
2003,342,__________,Govisumber,1,____,Total,293,142
2003,342,__________,Govisumber,11,_______,Male,158,142
2003,342,__________,Govisumber,12,_______,Female,135,142
2003,343,_______,Selenge,1,____,Total,1732,143
2003,343,_______,Selenge,11,_______,Male,952,143
2003,343,_______,Selenge,12,_______,Female,780,143
2003,344,_________,Dornogovi,1,____,Total,1119,144
2003,344,_________,Dornogovi,11,_______,Male,668,144
2003,344,_________,Dornogovi,12,_______,Female,451,144
2003,345,______-___,Darkhan-Uul,1,____,Total,1467,145
2003,345,______-___,Darkhan-Uul,11,_______,Male,780,145
2003,345,______-___,Darkhan-Uul,12,_______,Female,687,145
2003,346,________,Umnugovi,1,____,Total,786,146
2003,346,________,Umnugovi,11,_______,Male,433,146
2003,346,________,Umnugovi,12,_______,Female,353,146
2003,348,________,Dundgovi,1,____,Total,1511,148
2003,348,________,Dundgovi,11,_______,Male,819,148
2003,348,________,Dundgovi,12,_______,Female,692,148
2003,4,____ ___,Eastern region,1,____,Total,7135,1
2003,4,____ ___,Eastern region,11,_______,Male,4143,1
2003,4,____ ___,Eastern region,12,_______,Female,2992,1
2003,421,______,Dornod,1,____,Total,3242,121
2003,421,______,Dornod,11,_______,Male,1786,121
2003,421,______,Dornod,12,_______,Female,1456,121
2003,422,_________,Sukhbaatar,1,____,Total,1472,122
2003,422,_________,Sukhbaatar,11,_______,Male,875,122
2003,422,_________,Sukhbaatar,12,_______,Female,597,122
2003,423,______,Khentii,1,____,Total,2421,123
2003,423,______,Khentii,11,_______,Male,1482,123
2003,423,______,Khentii,12,_______,Female,939,123
2003,5,___________,Ulaanbaatar,1,____,Total,15685,1
2003,5,___________,Ulaanbaatar,11,_______,Male,8297,1
2003,5,___________,Ulaanbaatar,12,_______,Female,7388,1
2003,511,___________,Ulaanbaatar,1,____,Total,15685,111
2003,511,___________,Ulaanbaatar,11,_______,Male,8297,111
2003,511,___________,Ulaanbaatar,12,_______,Female,7388,111
