CODE,Аймаг,Aimag,Сум,Soum,насны ангилал,Age Group,Year1
CODE,Аймаг,Aimag,Сум,Soum,насны ангилал,Age Group,2019
18101,Завхан,Zavkhan,Улиастай,Uliastai,Бүгд,Total,16301
18101,Завхан,Zavkhan,Улиастай,Uliastai,40-44,40-44,1063
18101,Завхан,Zavkhan,Улиастай,Uliastai,45-49,45-49,1080
18101,Завхан,Zavkhan,Улиастай,Uliastai,50-54,50-54,974
18101,Завхан,Zavkhan,Улиастай,Uliastai,55-59,55-59,868
18101,Завхан,Zavkhan,Улиастай,Uliastai,60-64,60-64,541
18101,Завхан,Zavkhan,Улиастай,Uliastai,65-69,65-69,279
18101,Завхан,Zavkhan,Улиастай,Uliastai,70+,70+,512
18101,Завхан,Zavkhan,Улиастай,Uliastai,0-4,0-4,1788
18101,Завхан,Zavkhan,Улиастай,Uliastai,5-9,5-9,1797
18101,Завхан,Zavkhan,Улиастай,Uliastai,10-14,10-14,1498
18101,Завхан,Zavkhan,Улиастай,Uliastai,15-19,15-19,1134
18101,Завхан,Zavkhan,Улиастай,Uliastai,20-24,20-24,1175
18101,Завхан,Zavkhan,Улиастай,Uliastai,25-29,25-29,1256
18101,Завхан,Zavkhan,Улиастай,Uliastai,30-34,30-34,1206
18101,Завхан,Zavkhan,Улиастай,Uliastai,35-39,35-39,1130
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,Бүгд,Total,2923
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,40-44,40-44,245
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,45-49,45-49,221
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,50-54,50-54,156
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,55-59,55-59,152
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,60-64,60-64,102
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,65-69,65-69,58
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,70+,70+,81
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,0-4,0-4,327
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,5-9,5-9,250
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,10-14,10-14,240
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,15-19,15-19,230
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,20-24,20-24,213
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,25-29,25-29,232
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,30-34,30-34,184
18104,Завхан,Zavkhan,Алдархаан,Aldarkhaan,35-39,35-39,232
18107,Завхан,Zavkhan,Асгат,Asgat,Бүгд,Total,988
18107,Завхан,Zavkhan,Асгат,Asgat,40-44,40-44,75
18107,Завхан,Zavkhan,Асгат,Asgat,45-49,45-49,50
18107,Завхан,Zavkhan,Асгат,Asgat,50-54,50-54,54
18107,Завхан,Zavkhan,Асгат,Asgat,55-59,55-59,39
18107,Завхан,Zavkhan,Асгат,Asgat,60-64,60-64,23
18107,Завхан,Zavkhan,Асгат,Asgat,65-69,65-69,11
18107,Завхан,Zavkhan,Асгат,Asgat,70+,70+,21
18107,Завхан,Zavkhan,Асгат,Asgat,0-4,0-4,132
18107,Завхан,Zavkhan,Асгат,Asgat,5-9,5-9,115
18107,Завхан,Zavkhan,Асгат,Asgat,10-14,10-14,90
18107,Завхан,Zavkhan,Асгат,Asgat,15-19,15-19,80
18107,Завхан,Zavkhan,Асгат,Asgat,20-24,20-24,83
18107,Завхан,Zavkhan,Асгат,Asgat,25-29,25-29,73
18107,Завхан,Zavkhan,Асгат,Asgat,30-34,30-34,78
18107,Завхан,Zavkhan,Асгат,Asgat,35-39,35-39,64
18110,Завхан,Zavkhan,Баянтэс,Bayantes,Бүгд,Total,2592
18110,Завхан,Zavkhan,Баянтэс,Bayantes,40-44,40-44,161
18110,Завхан,Zavkhan,Баянтэс,Bayantes,45-49,45-49,173
18110,Завхан,Zavkhan,Баянтэс,Bayantes,50-54,50-54,139
18110,Завхан,Zavkhan,Баянтэс,Bayantes,55-59,55-59,109
18110,Завхан,Zavkhan,Баянтэс,Bayantes,60-64,60-64,73
18110,Завхан,Zavkhan,Баянтэс,Bayantes,65-69,65-69,29
18110,Завхан,Zavkhan,Баянтэс,Bayantes,70+,70+,63
18110,Завхан,Zavkhan,Баянтэс,Bayantes,0-4,0-4,267
18110,Завхан,Zavkhan,Баянтэс,Bayantes,5-9,5-9,257
18110,Завхан,Zavkhan,Баянтэс,Bayantes,10-14,10-14,233
18110,Завхан,Zavkhan,Баянтэс,Bayantes,15-19,15-19,254
18110,Завхан,Zavkhan,Баянтэс,Bayantes,20-24,20-24,251
18110,Завхан,Zavkhan,Баянтэс,Bayantes,25-29,25-29,225
18110,Завхан,Zavkhan,Баянтэс,Bayantes,30-34,30-34,178
18110,Завхан,Zavkhan,Баянтэс,Bayantes,35-39,35-39,180
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,Бүгд,Total,1819
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,40-44,40-44,121
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,45-49,45-49,100
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,50-54,50-54,100
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,55-59,55-59,67
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,60-64,60-64,49
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,65-69,65-69,18
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,70+,70+,37
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,0-4,0-4,208
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,5-9,5-9,212
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,10-14,10-14,178
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,15-19,15-19,146
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,20-24,20-24,171
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,25-29,25-29,148
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,30-34,30-34,140
18113,Завхан,Zavkhan,Баянхайрхан,Bayankhairkhan,35-39,35-39,124
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,Бүгд,Total,2241
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,40-44,40-44,184
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,45-49,45-49,135
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,50-54,50-54,120
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,55-59,55-59,108
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,60-64,60-64,65
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,65-69,65-69,33
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,70+,70+,40
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,0-4,0-4,253
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,5-9,5-9,218
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,10-14,10-14,218
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,15-19,15-19,173
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,20-24,20-24,176
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,25-29,25-29,167
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,30-34,30-34,180
18116,Завхан,Zavkhan,Дөрвөлжин,Durvuljin,35-39,35-39,171
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,Бүгд,Total,1075
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,40-44,40-44,73
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,45-49,45-49,88
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,50-54,50-54,88
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,55-59,55-59,54
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,60-64,60-64,34
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,65-69,65-69,21
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,70+,70+,33
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,0-4,0-4,107
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,5-9,5-9,80
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,10-14,10-14,82
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,15-19,15-19,95
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,20-24,20-24,94
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,25-29,25-29,90
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,30-34,30-34,61
18119,Завхан,Zavkhan,Завханмандал,Zavkhanmandal,35-39,35-39,75
18122,Завхан,Zavkhan,Идэр,Ider,Бүгд,Total,2511
18122,Завхан,Zavkhan,Идэр,Ider,40-44,40-44,168
18122,Завхан,Zavkhan,Идэр,Ider,45-49,45-49,159
18122,Завхан,Zavkhan,Идэр,Ider,50-54,50-54,146
18122,Завхан,Zavkhan,Идэр,Ider,55-59,55-59,126
18122,Завхан,Zavkhan,Идэр,Ider,60-64,60-64,80
18122,Завхан,Zavkhan,Идэр,Ider,65-69,65-69,40
18122,Завхан,Zavkhan,Идэр,Ider,70+,70+,68
18122,Завхан,Zavkhan,Идэр,Ider,0-4,0-4,288
18122,Завхан,Zavkhan,Идэр,Ider,5-9,5-9,254
18122,Завхан,Zavkhan,Идэр,Ider,10-14,10-14,238
18122,Завхан,Zavkhan,Идэр,Ider,15-19,15-19,205
18122,Завхан,Zavkhan,Идэр,Ider,20-24,20-24,221
18122,Завхан,Zavkhan,Идэр,Ider,25-29,25-29,200
18122,Завхан,Zavkhan,Идэр,Ider,30-34,30-34,152
18122,Завхан,Zavkhan,Идэр,Ider,35-39,35-39,166
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,Бүгд,Total,6381
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,40-44,40-44,455
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,45-49,45-49,357
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,50-54,50-54,273
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,55-59,55-59,217
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,60-64,60-64,169
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,65-69,65-69,96
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,70+,70+,157
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,0-4,0-4,770
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,5-9,5-9,728
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,10-14,10-14,664
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,15-19,15-19,563
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,20-24,20-24,551
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,25-29,25-29,458
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,30-34,30-34,446
18125,Завхан,Zavkhan,Их-Уул,Ikh-Uul,35-39,35-39,477
18128,Завхан,Zavkhan,Нөмрөг,Numrug,Бүгд,Total,1885
18128,Завхан,Zavkhan,Нөмрөг,Numrug,40-44,40-44,153
18128,Завхан,Zavkhan,Нөмрөг,Numrug,45-49,45-49,143
18128,Завхан,Zavkhan,Нөмрөг,Numrug,50-54,50-54,118
18128,Завхан,Zavkhan,Нөмрөг,Numrug,55-59,55-59,74
18128,Завхан,Zavkhan,Нөмрөг,Numrug,60-64,60-64,56
18128,Завхан,Zavkhan,Нөмрөг,Numrug,65-69,65-69,29
18128,Завхан,Zavkhan,Нөмрөг,Numrug,70+,70+,55
18128,Завхан,Zavkhan,Нөмрөг,Numrug,0-4,0-4,177
18128,Завхан,Zavkhan,Нөмрөг,Numrug,5-9,5-9,191
18128,Завхан,Zavkhan,Нөмрөг,Numrug,10-14,10-14,177
18128,Завхан,Zavkhan,Нөмрөг,Numrug,15-19,15-19,164
18128,Завхан,Zavkhan,Нөмрөг,Numrug,20-24,20-24,174
18128,Завхан,Zavkhan,Нөмрөг,Numrug,25-29,25-29,119
18128,Завхан,Zavkhan,Нөмрөг,Numrug,30-34,30-34,125
18128,Завхан,Zavkhan,Нөмрөг,Numrug,35-39,35-39,130
18131,Завхан,Zavkhan,Отгон,Otgon,Бүгд,Total,2593
18131,Завхан,Zavkhan,Отгон,Otgon,40-44,40-44,194
18131,Завхан,Zavkhan,Отгон,Otgon,45-49,45-49,164
18131,Завхан,Zavkhan,Отгон,Otgon,50-54,50-54,132
18131,Завхан,Zavkhan,Отгон,Otgon,55-59,55-59,100
18131,Завхан,Zavkhan,Отгон,Otgon,60-64,60-64,64
18131,Завхан,Zavkhan,Отгон,Otgon,65-69,65-69,33
18131,Завхан,Zavkhan,Отгон,Otgon,70+,70+,82
18131,Завхан,Zavkhan,Отгон,Otgon,0-4,0-4,273
18131,Завхан,Zavkhan,Отгон,Otgon,5-9,5-9,282
18131,Завхан,Zavkhan,Отгон,Otgon,10-14,10-14,289
18131,Завхан,Zavkhan,Отгон,Otgon,15-19,15-19,243
18131,Завхан,Zavkhan,Отгон,Otgon,20-24,20-24,179
18131,Завхан,Zavkhan,Отгон,Otgon,25-29,25-29,160
18131,Завхан,Zavkhan,Отгон,Otgon,30-34,30-34,200
18131,Завхан,Zavkhan,Отгон,Otgon,35-39,35-39,198
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,Бүгд,Total,1536
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,40-44,40-44,100
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,45-49,45-49,108
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,50-54,50-54,87
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,55-59,55-59,70
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,60-64,60-64,39
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,65-69,65-69,26
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,70+,70+,42
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,0-4,0-4,180
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,5-9,5-9,153
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,10-14,10-14,155
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,15-19,15-19,131
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,20-24,20-24,143
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,25-29,25-29,105
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,30-34,30-34,78
18134,Завхан,Zavkhan,Сантмаргац,Santmargats,35-39,35-39,119
18137,Завхан,Zavkhan,Сонгино,Songino,Бүгд,Total,1529
18137,Завхан,Zavkhan,Сонгино,Songino,40-44,40-44,130
18137,Завхан,Zavkhan,Сонгино,Songino,45-49,45-49,108
18137,Завхан,Zavkhan,Сонгино,Songino,50-54,50-54,96
18137,Завхан,Zavkhan,Сонгино,Songino,55-59,55-59,50
18137,Завхан,Zavkhan,Сонгино,Songino,60-64,60-64,44
18137,Завхан,Zavkhan,Сонгино,Songino,65-69,65-69,30
18137,Завхан,Zavkhan,Сонгино,Songino,70+,70+,61
18137,Завхан,Zavkhan,Сонгино,Songino,0-4,0-4,165
18137,Завхан,Zavkhan,Сонгино,Songino,5-9,5-9,149
18137,Завхан,Zavkhan,Сонгино,Songino,10-14,10-14,153
18137,Завхан,Zavkhan,Сонгино,Songino,15-19,15-19,108
18137,Завхан,Zavkhan,Сонгино,Songino,20-24,20-24,134
18137,Завхан,Zavkhan,Сонгино,Songino,25-29,25-29,96
18137,Завхан,Zavkhan,Сонгино,Songino,30-34,30-34,74
18137,Завхан,Zavkhan,Сонгино,Songino,35-39,35-39,131
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,Бүгд,Total,9211
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,40-44,40-44,690
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,45-49,45-49,571
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,50-54,50-54,461
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,55-59,55-59,439
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,60-64,60-64,313
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,65-69,65-69,161
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,70+,70+,266
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,0-4,0-4,1021
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,5-9,5-9,1045
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,10-14,10-14,906
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,15-19,15-19,690
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,20-24,20-24,709
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,25-29,25-29,616
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,30-34,30-34,678
18140,Завхан,Zavkhan,Тосонцэнгэл,Tosontsengel,35-39,35-39,645
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,Бүгд,Total,1853
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,40-44,40-44,155
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,45-49,45-49,141
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,50-54,50-54,125
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,55-59,55-59,96
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,60-64,60-64,58
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,65-69,65-69,18
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,70+,70+,62
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,0-4,0-4,187
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,5-9,5-9,172
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,10-14,10-14,164
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,15-19,15-19,143
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,20-24,20-24,192
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,25-29,25-29,118
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,30-34,30-34,92
18143,Завхан,Zavkhan,Түдэвтэй,Tudevtei,35-39,35-39,130
18146,Завхан,Zavkhan,Тэлмэн,Telmen,Бүгд,Total,2817
18146,Завхан,Zavkhan,Тэлмэн,Telmen,40-44,40-44,226
18146,Завхан,Zavkhan,Тэлмэн,Telmen,45-49,45-49,180
18146,Завхан,Zavkhan,Тэлмэн,Telmen,50-54,50-54,140
18146,Завхан,Zavkhan,Тэлмэн,Telmen,55-59,55-59,95
18146,Завхан,Zavkhan,Тэлмэн,Telmen,60-64,60-64,86
18146,Завхан,Zavkhan,Тэлмэн,Telmen,65-69,65-69,58
18146,Завхан,Zavkhan,Тэлмэн,Telmen,70+,70+,78
18146,Завхан,Zavkhan,Тэлмэн,Telmen,0-4,0-4,306
18146,Завхан,Zavkhan,Тэлмэн,Telmen,5-9,5-9,288
18146,Завхан,Zavkhan,Тэлмэн,Telmen,10-14,10-14,281
18146,Завхан,Zavkhan,Тэлмэн,Telmen,15-19,15-19,229
18146,Завхан,Zavkhan,Тэлмэн,Telmen,20-24,20-24,276
18146,Завхан,Zavkhan,Тэлмэн,Telmen,25-29,25-29,212
18146,Завхан,Zavkhan,Тэлмэн,Telmen,30-34,30-34,165
18146,Завхан,Zavkhan,Тэлмэн,Telmen,35-39,35-39,197
18149,Завхан,Zavkhan,Тэс,Tes,Бүгд,Total,2856
18149,Завхан,Zavkhan,Тэс,Tes,40-44,40-44,208
18149,Завхан,Zavkhan,Тэс,Tes,45-49,45-49,180
18149,Завхан,Zavkhan,Тэс,Tes,50-54,50-54,179
18149,Завхан,Zavkhan,Тэс,Tes,55-59,55-59,143
18149,Завхан,Zavkhan,Тэс,Tes,60-64,60-64,69
18149,Завхан,Zavkhan,Тэс,Tes,65-69,65-69,29
18149,Завхан,Zavkhan,Тэс,Tes,70+,70+,78
18149,Завхан,Zavkhan,Тэс,Tes,0-4,0-4,297
18149,Завхан,Zavkhan,Тэс,Tes,5-9,5-9,278
18149,Завхан,Zavkhan,Тэс,Tes,10-14,10-14,278
18149,Завхан,Zavkhan,Тэс,Tes,15-19,15-19,217
18149,Завхан,Zavkhan,Тэс,Tes,20-24,20-24,245
18149,Завхан,Zavkhan,Тэс,Tes,25-29,25-29,247
18149,Завхан,Zavkhan,Тэс,Tes,30-34,30-34,213
18149,Завхан,Zavkhan,Тэс,Tes,35-39,35-39,195
18152,Завхан,Zavkhan,Ургамал,Urgamal,Бүгд,Total,1293
18152,Завхан,Zavkhan,Ургамал,Urgamal,40-44,40-44,95
18152,Завхан,Zavkhan,Ургамал,Urgamal,45-49,45-49,107
18152,Завхан,Zavkhan,Ургамал,Urgamal,50-54,50-54,74
18152,Завхан,Zavkhan,Ургамал,Urgamal,55-59,55-59,52
18152,Завхан,Zavkhan,Ургамал,Urgamal,60-64,60-64,43
18152,Завхан,Zavkhan,Ургамал,Urgamal,65-69,65-69,18
18152,Завхан,Zavkhan,Ургамал,Urgamal,70+,70+,24
18152,Завхан,Zavkhan,Ургамал,Urgamal,0-4,0-4,135
18152,Завхан,Zavkhan,Ургамал,Urgamal,5-9,5-9,134
18152,Завхан,Zavkhan,Ургамал,Urgamal,10-14,10-14,109
18152,Завхан,Zavkhan,Ургамал,Urgamal,15-19,15-19,114
18152,Завхан,Zavkhan,Ургамал,Urgamal,20-24,20-24,128
18152,Завхан,Zavkhan,Ургамал,Urgamal,25-29,25-29,93
18152,Завхан,Zavkhan,Ургамал,Urgamal,30-34,30-34,92
18152,Завхан,Zavkhan,Ургамал,Urgamal,35-39,35-39,75
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,Бүгд,Total,1289
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,40-44,40-44,115
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,45-49,45-49,100
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,50-54,50-54,108
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,55-59,55-59,67
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,60-64,60-64,36
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,65-69,65-69,22
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,70+,70+,43
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,0-4,0-4,144
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,5-9,5-9,101
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,10-14,10-14,110
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,15-19,15-19,93
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,20-24,20-24,90
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,25-29,25-29,110
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,30-34,30-34,78
18155,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,35-39,35-39,72
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,Бүгд,Total,1289
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,40-44,40-44,78
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,45-49,45-49,113
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,50-54,50-54,81
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,55-59,55-59,51
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,60-64,60-64,49
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,65-69,65-69,26
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,70+,70+,56
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,0-4,0-4,125
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,5-9,5-9,103
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,10-14,10-14,127
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,15-19,15-19,89
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,20-24,20-24,116
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,25-29,25-29,96
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,30-34,30-34,80
18158,Завхан,Zavkhan,Цагаанчулуут,Tsagaanchuluut,35-39,35-39,99
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,Бүгд,Total,1614
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,40-44,40-44,133
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,45-49,45-49,137
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,50-54,50-54,89
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,55-59,55-59,53
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,60-64,60-64,44
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,65-69,65-69,30
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,70+,70+,60
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,0-4,0-4,152
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,5-9,5-9,147
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,10-14,10-14,158
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,15-19,15-19,132
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,20-24,20-24,167
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,25-29,25-29,105
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,30-34,30-34,83
18161,Завхан,Zavkhan,Цэцэн-Уул,Tsetsen-Uul,35-39,35-39,124
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,Бүгд,Total,1769
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,40-44,40-44,114
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,45-49,45-49,113
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,50-54,50-54,112
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,55-59,55-59,87
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,60-64,60-64,49
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,65-69,65-69,35
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,70+,70+,63
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,0-4,0-4,181
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,5-9,5-9,154
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,10-14,10-14,188
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,15-19,15-19,179
18164,Завхан,Zavkhan,Шилүүстэй,Shiluustei,20-24,20-24,166
