,forecast issue date,station name,forecasted date,lead time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
3334,2014-03-07,chire_em_vila_bocage,2014-03-14,6,1715.2188,1693.125,1748.6875,1694.75,1708.8438,1722.75,1753.5625,1804.625,1712.75,1714.625,1707.25
3335,2014-03-07,limpopo__combomune,2014-03-08,0,1235.5312,1235.5625,1235.5312,1235.5312,1235.5938,1235.5312,1235.625,1235.5625,1235.5625,1235.5625,1235.5625
3336,2014-03-07,limpopo__combomune,2014-03-09,1,1453.7812,1453.9375,1453.9375,1453.875,1454.75,1453.375,1458.6875,1454.9062,1455.1562,1455.7812,1454.2188
3337,2014-03-07,limpopo__combomune,2014-03-10,2,1448.0938,1445.625,1450.125,1449.5312,1453.1562,1440.9062,1503.375,1458.2188,1458.75,1477.1875,1452.8438
3338,2014-03-07,limpopo__combomune,2014-03-11,3,1352.0312,1317.4688,1337.6562,1372.3438,1378.5,1302.875,1539.5625,1359.6562,1365.6562,1450.7812,1358.25
3339,2014-03-07,limpopo__combomune,2014-03-12,4,1331.9688,1200.2188,1233.8438,1488.75,1459.0,1197.2188,1737.625,1310.4062,1319.5,1479.5,1341.6875
3340,2014-03-07,limpopo__combomune,2014-03-13,5,1336.125,1061.9062,1094.9688,1852.1875,1657.2812,1196.4688,2204.9062,1309.8125,1319.8438,1520.1875,1354.3125
3341,2014-03-07,limpopo__combomune,2014-03-14,6,1313.75,899.03125,933.9375,2421.8438,1940.4375,1392.1875,2873.9375,1300.5625,1416.5,1574.3125,1266.625
3342,2014-03-07,limpopo_em_chokwe,2014-03-08,0,950.28125,950.3125,950.28125,950.28125,950.5,950.28125,950.34375,950.28125,950.3125,950.28125,950.28125
3343,2014-03-07,limpopo_em_chokwe,2014-03-09,1,1932.125,1929.9688,1933.1562,1931.875,1933.4375,1932.0,1935.8125,1932.1875,1932.0938,1934.3438,1935.0312
3344,2014-03-07,limpopo_em_chokwe,2014-03-10,2,3514.6562,3497.8125,3515.5938,3511.125,3523.4375,3509.2188,3545.0625,3516.0,3510.8438,3536.8125,3533.1875
3345,2014-03-07,limpopo_em_chokwe,2014-03-11,3,3377.5938,3324.375,3358.8438,3364.375,3409.5,3343.0625,3492.875,3373.0312,3360.4375,3452.4375,3418.4062
3346,2014-03-07,limpopo_em_chokwe,2014-03-12,4,2968.3438,2816.5,2876.375,2991.9062,3050.8438,2858.0,3239.1875,2925.5,2909.0938,3107.6562,3027.7812
3347,2014-03-07,limpopo_em_chokwe,2014-03-13,5,2747.0625,2427.2188,2514.4375,3072.4688,2970.9688,2579.3125,3344.7188,2681.9688,2644.5625,2940.0625,2831.625
3348,2014-03-07,limpopo_em_chokwe,2014-03-14,6,2685.9062,2126.7812,2246.0312,3763.0312,3109.6875,2646.5938,3983.4062,2603.2188,2592.4688,2935.875,2726.2812
3349,2014-03-07,limpopo_em_macaretane,2014-03-08,0,1087.4375,1087.4375,1087.4375,1087.4375,1087.5625,1087.4375,1087.5312,1087.4375,1087.4688,1087.4375,1087.4062
3350,2014-03-07,limpopo_em_macaretane,2014-03-09,1,2204.7188,2201.875,2206.4688,2204.6562,2206.5938,2204.8125,2209.2812,2205.125,2204.9375,2208.3125,2209.2188
3351,2014-03-07,limpopo_em_macaretane,2014-03-10,2,3607.8125,3590.3438,3609.5625,3604.1875,3619.875,3602.0312,3642.3125,3611.25,3604.9375,3635.0625,3630.625
3352,2014-03-07,limpopo_em_macaretane,2014-03-11,3,3311.9688,3251.7812,3288.6562,3297.9062,3347.875,3271.0938,3442.5625,3305.9375,3291.5938,3395.0625,3357.625
3353,2014-03-07,limpopo_em_macaretane,2014-03-12,4,2916.5,2746.6875,2811.0625,2957.3125,3011.7812,2795.3125,3218.4062,2870.3438,2851.3438,3065.2188,2982.3125
3354,2014-03-07,limpopo_em_macaretane,2014-03-13,5,2725.25,2373.6875,2463.7812,3114.8125,2974.7188,2556.1875,3388.6562,2656.5312,2617.2812,2925.4062,2812.5312
3355,2014-03-07,limpopo_em_macaretane,2014-03-14,6,2678.8438,2081.5938,2203.0625,3872.75,3138.375,2684.3125,4093.5312,2595.5938,2596.8438,2941.0938,2706.5312
3356,2014-03-07,limpopo_em_mapai,2014-03-08,0,1382.1875,1382.2188,1382.1875,1382.1875,1382.375,1382.1562,1382.625,1382.2188,1382.25,1382.25,1382.2188
3357,2014-03-07,limpopo_em_mapai,2014-03-09,1,1488.4062,1488.375,1489.0,1488.6562,1490.625,1486.875,1503.0625,1491.8125,1492.125,1495.3125,1489.7812
3358,2014-03-07,limpopo_em_mapai,2014-03-10,2,1388.9062,1381.5625,1392.1875,1393.9688,1398.0938,1372.5938,1495.875,1405.9688,1407.625,1449.0938,1399.0
3359,2014-03-07,limpopo_em_mapai,2014-03-11,3,1308.125,1250.7188,1279.8125,1371.9062,1355.0,1232.7188,1586.0312,1316.5,1327.25,1447.8438,1320.7188
3360,2014-03-07,limpopo_em_mapai,2014-03-12,4,1303.3438,1131.5938,1167.5312,1609.5938,1497.75,1164.5938,1883.625,1305.875,1307.0625,1489.5312,1335.0938
3361,2014-03-07,limpopo_em_mapai,2014-03-13,5,1280.3125,972.03125,1002.21875,2054.9375,1698.375,1260.0625,2458.6562,1308.375,1332.1562,1530.8438,1317.0938
3362,2014-03-07,limpopo_em_mapai,2014-03-14,6,1330.625,804.3125,855.5625,2698.5938,2147.5625,1532.75,3066.625,1302.125,1527.5,1628.4062,1188.2812
3363,2014-03-07,limpopo_em_sicacate,2014-03-08,0,480.125,480.125,480.09375,480.125,480.1875,480.125,480.125,480.125,480.125,480.09375,480.09375
3364,2014-03-07,limpopo_em_sicacate,2014-03-09,1,1206.9688,1206.5938,1207.125,1206.875,1207.5,1206.9062,1208.1562,1206.9375,1206.9688,1207.2812,1207.4062
3365,2014-03-07,limpopo_em_sicacate,2014-03-10,2,2789.5,2778.4688,2790.0625,2786.75,2793.2812,2787.0938,2808.4062,2788.3438,2786.2812,2800.875,2799.375
3366,2014-03-07,limpopo_em_sicacate,2014-03-11,3,3516.625,3480.3125,3508.125,3505.375,3537.4375,3498.0625,3591.9062,3513.625,3505.125,3566.875,3544.875
3367,2014-03-07,limpopo_em_sicacate,2014-03-12,4,3163.25,3059.7812,3107.8438,3155.375,3215.625,3087.9688,3352.4062,3133.75,3122.0625,3273.0938,3206.9062
3368,2014-03-07,limpopo_em_sicacate,2014-03-13,5,2852.7188,2622.4375,2697.4375,3010.5625,3003.8125,2706.8125,3271.2188,2794.6875,2769.9688,3021.3125,2921.5938
3369,2014-03-07,limpopo_em_sicacate,2014-03-14,6,2722.1875,2287.0938,2456.2188,3433.1875,3043.2812,2592.375,3664.7188,2642.5938,2614.4062,2937.8125,2788.75
3370,2014-03-07,limpopo_em_xaixai,2014-03-08,0,366.46875,366.5,366.46875,366.5,366.625,366.46875,366.5,366.5,366.5,366.46875,366.4375
3371,2014-03-07,limpopo_em_xaixai,2014-03-09,1,958.53125,958.4375,958.59375,958.5,959.0,958.5,959.28125,958.53125,958.71875,958.65625,958.625
3372,2014-03-07,limpopo_em_xaixai,2014-03-10,2,2328.8125,2317.4062,2326.7188,2324.2188,2329.5938,2325.625,2345.8438,2323.9375,2322.8125,2333.9062,2333.125
3373,2014-03-07,limpopo_em_xaixai,2014-03-11,3,3484.0938,3447.6562,3475.0312,3469.25,3502.9062,3471.6562,3547.9062,3474.7812,3470.6875,3525.5938,3504.6875
3374,2014-03-07,limpopo_em_xaixai,2014-03-12,4,3270.9062,3181.0938,3224.6562,3250.7188,3316.3125,3210.8125,3430.25,3240.3125,3235.3438,3368.2812,3305.0
3375,2014-03-07,limpopo_em_xaixai,2014-03-13,5,2933.4688,2729.4375,2803.375,3032.6562,3055.6875,2798.0625,3284.5938,2870.9688,2855.3125,3085.8125,2985.75
3376,2014-03-07,limpopo_em_xaixai,2014-03-14,6,2768.25,2371.4375,2711.4062,3323.2188,3039.9688,2608.8438,3556.5938,2677.7188,2650.2188,2960.9062,2863.4688
3377,2014-03-07,luenhaluenha_i,2014-03-08,0,116.84375,116.8125,116.84375,116.8125,116.8125,116.8125,116.84375,116.8125,116.84375,116.84375,116.8125
3378,2014-03-07,luenhaluenha_i,2014-03-09,1,111.40625,111.375,111.4375,111.375,111.40625,111.375,111.5,111.40625,111.40625,111.40625,111.375
3379,2014-03-07,luenhaluenha_i,2014-03-10,2,105.46875,105.34375,105.71875,105.40625,105.4375,105.5625,105.6875,105.875,105.375,105.46875,105.34375
3380,2014-03-07,luenhaluenha_i,2014-03-11,3,99.375,99.09375,99.875,99.3125,99.1875,99.46875,100.03125,100.375,99.1875,99.28125,99.09375
3381,2014-03-07,luenhaluenha_i,2014-03-12,4,93.375,92.84375,94.03125,93.5625,93.09375,93.375,94.53125,94.78125,93.1875,93.25,92.90625
3382,2014-03-07,luenhaluenha_i,2014-03-13,5,87.6875,86.6875,88.53125,88.53125,87.5,87.625,89.6875,89.75,87.53125,87.8125,86.9375
3383,2014-03-07,luenhaluenha_i,2014-03-14,6,82.71875,80.71875,83.59375,84.21875,82.71875,82.75,86.625,86.0,82.0625,83.0,81.28125
3384,2014-03-07,revubue_em_chingodzi,2014-03-08,0,325.90625,325.90625,325.9375,325.84375,325.90625,325.84375,325.96875,325.96875,326.0625,325.84375,325.875
3385,2014-03-07,revubue_em_chingodzi,2014-03-09,1,316.0625,316.03125,316.4375,314.875,315.90625,314.90625,316.5625,316.6875,316.59375,314.65625,315.15625
3386,2014-03-07,revubue_em_chingodzi,2014-03-10,2,310.3125,309.5625,313.15625,305.625,310.0625,307.09375,314.53125,312.4375,311.375,304.84375,306.15625
3387,2014-03-07,revubue_em_chingodzi,2014-03-11,3,303.96875,299.9375,311.09375,295.5625,303.3125,301.40625,315.0,310.875,303.53125,294.03125,295.65625
3388,2014-03-07,revubue_em_chingodzi,2014-03-12,4,294.25,287.8125,303.6875,284.84375,292.5625,293.40625,308.40625,309.625,292.4375,283.1875,283.65625
3389,2014-03-07,revubue_em_chingodzi,2014-03-13,5,283.34375,275.53125,292.9375,273.96875,279.9375,281.8125,296.4375,305.71875,280.78125,272.9375,271.75
3390,2014-03-07,revubue_em_chingodzi,2014-03-14,6,272.6875,263.59375,281.25,264.15625,268.65625,270.1875,283.59375,299.6875,270.5625,264.375,261.34375
3391,2014-03-07,zambeze_em_caia_ss,2014-03-08,0,10631.906,10630.75,10631.906,10631.281,10632.0,10631.75,10631.9375,10631.375,10633.25,10630.9375,10632.1875
3392,2014-03-07,zambeze_em_caia_ss,2014-03-09,1,10204.094,10200.3125,10208.531,10202.5,10204.906,10203.656,10209.406,10211.0625,10206.5625,10201.9375,10202.594
3393,2014-03-07,zambeze_em_caia_ss,2014-03-10,2,9791.219,9780.781,9808.9375,9786.625,9794.344,9793.531,9815.031,9817.125,9794.156,9784.844,9785.1875
3394,2014-03-07,zambeze_em_caia_ss,2014-03-11,3,9481.094,9460.094,9519.1875,9464.469,9484.969,9492.094,9528.219,9531.8125,9482.531,9472.3125,9467.125
3395,2014-03-07,zambeze_em_caia_ss,2014-03-12,4,9356.75,9327.375,9406.0625,9327.3125,9358.031,9374.0,9420.281,9424.906,9354.375,9348.281,9335.4375
3396,2014-03-07,zambeze_em_caia_ss,2014-03-13,5,9303.625,9268.906,9359.375,9266.344,9297.906,9329.1875,9384.1875,9389.344,9295.719,9297.4375,9275.1875
3397,2014-03-07,zambeze_em_caia_ss,2014-03-14,6,9258.5625,9222.344,9314.031,9215.8125,9245.531,9290.0,9423.219,9361.719,9249.219,9259.906,9227.219
3398,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-08,0,10796.8125,10796.25,10797.0625,10796.4375,10796.9375,10796.969,10796.8125,10796.594,10797.719,10796.375,10796.906
3399,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-09,1,10379.6875,10377.0625,10382.625,10378.406,10380.1875,10379.469,10382.125,10382.656,10381.656,10378.4375,10378.875
3400,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-10,2,9964.875,9958.9375,9975.0625,9963.344,9967.406,9965.469,9977.75,9978.719,9966.781,9961.75,9961.531
3401,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-11,3,9608.25,9594.906,9632.781,9600.625,9612.781,9613.156,9640.1875,9640.8125,9610.281,9601.594,9599.281
3402,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-12,4,9415.531,9392.781,9455.75,9394.0,9418.906,9428.031,9464.9375,9466.344,9416.125,9406.906,9399.375
3403,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-13,5,9343.844,9312.906,9395.5625,9311.531,9342.531,9365.844,9413.0625,9412.344,9339.5625,9335.4375,9319.406
3404,2014-03-07,zambeze_em_marromeu_sena_sugar,2014-03-14,6,9295.5,9260.469,9350.9375,9254.906,9286.3125,9325.594,9417.3125,9383.9375,9287.281,9292.5,9264.906
3405,2014-03-07,zambeze_em_tete,2014-03-08,0,326.4375,326.40625,326.4375,326.375,326.40625,326.375,326.5,326.46875,326.59375,326.40625,326.375
3406,2014-03-07,zambeze_em_tete,2014-03-09,1,316.46875,316.375,316.8125,315.28125,316.375,315.34375,316.90625,317.03125,316.90625,315.09375,315.53125
3407,2014-03-07,zambeze_em_tete,2014-03-10,2,310.59375,309.875,313.375,306.0,310.375,307.8125,314.90625,313.03125,311.59375,305.40625,306.53125
3408,2014-03-07,zambeze_em_tete,2014-03-11,3,304.59375,300.40625,311.375,296.0,303.71875,301.90625,315.5625,311.40625,303.9375,294.59375,296.125
3409,2014-03-07,zambeze_em_tete,2014-03-12,4,294.84375,288.3125,304.1875,285.3125,293.0625,293.9375,309.0625,309.96875,292.9375,284.40625,284.1875
3410,2014-03-07,zambeze_em_tete,2014-03-13,5,283.90625,276.03125,293.46875,274.5,280.46875,282.40625,297.09375,306.09375,281.3125,274.34375,272.21875
3411,2014-03-07,zambeze_em_tete,2014-03-14,6,273.1875,264.09375,281.78125,264.6875,269.375,270.84375,284.1875,299.84375,271.0625,265.21875,261.8125
3412,2014-03-07,zambeze_em_zumbo,2014-03-08,0,6622.7812,6621.4688,6622.8125,6623.9375,6622.5625,6621.0312,6627.5625,6622.5312,6622.7188,6622.4375,6620.9688
3413,2014-03-07,zambeze_em_zumbo,2014-03-09,1,6488.625,6450.8125,6494.6562,6500.9688,6452.9375,6442.4688,6579.3125,6499.5312,6497.2188,6448.9375,6439.4375
3414,2014-03-07,zambeze_em_zumbo,2014-03-10,2,6821.0,6762.3438,6816.6875,6847.5,6748.6875,6730.125,6976.0,6881.5625,6842.0312,6725.9375,6705.6562
3415,2014-03-07,zambeze_em_zumbo,2014-03-11,3,6827.0625,6837.625,6809.5938,6842.1875,6859.2188,6854.3125,7036.3125,7009.8438,6822.1562,6766.2188,6732.7812
3416,2014-03-07,zambeze_em_zumbo,2014-03-12,4,6763.0,6744.375,6755.9062,6730.6562,6824.0312,6879.5,7178.7812,7185.5938,6670.7812,6648.9062,6589.3125
3417,2014-03-07,zambeze_em_zumbo,2014-03-13,5,6816.5625,6777.0625,6827.8438,6670.375,6812.75,6987.75,7427.5,7412.3125,6531.0938,6665.3125,6530.4062
3418,2014-03-07,zambeze_em_zumbo,2014-03-14,6,6902.125,6942.25,6868.6875,6679.9375,6786.5625,7085.5312,7562.1562,7519.4062,6461.4688,6942.5,6529.9688
